horizon,date,observations,k_over_t_eff,cond_style,repair_fired,repair_floored,bartlett_fired,scored,min_eig_ewma,min_eig_newey_west,min_eig_psd_repair,min_eig_eigen_a1,min_eig_eigen_a1.4,amplitude,lambda_raw_top,lambda_raw_bottom,lambda_raw_bulk_min,factors_present,unentered_names,names,singletons,short_history,exact_zero,structural_r2,max_z,bartlett_fallbacks_specific,target_shift,lambda_f2_a1,lambda_f2_a1.4,lambda_s2
long,2017-02-28,2495,0.0730431,3.98766,False,0,False,True,88.7626,83.7173,83.7173,1.15795e-12,5.18531e-13,0.112849,0.985346,1.04664,0.965105,53,0,394,8,9,0,0.812642,17.3246,0,0.00816434,1.13103,1.13108,1.10178
long,2017-03-31,2518,0.0730337,4.11905,False,0,False,True,85.6553,80.7212,80.7212,-1.17278e-12,-2.07076e-12,0.112798,0.986095,1.04602,0.963962,53,0,397,8,8,0,0.773697,15.2178,0,0.0107048,1.0805,1.08056,1.0523
long,2017-04-28,2537,0.0730264,4.0583,False,0,False,True,84.2813,78.7826,78.7826,-4.246e-12,-7.83818e-13,0.113148,0.985829,1.04641,0.962674,53,0,399,8,8,0,0.768385,10.8629,0,0.01045,1.05333,1.05337,1.03541
long,2017-05-31,2559,0.0730184,4.04287,False,0,False,True,83.4108,78.692,78.692,-5.08554e-13,8.42405e-13,0.112607,0.986257,1.04624,0.968671,53,0,399,8,8,0,0.794061,8.60286,0,0.0145869,1.03446,1.0345,1.01959
long,2017-06-30,2581,0.0730109,4.12943,False,0,False,True,83.3029,76.4449,76.4449,2.54904e-13,3.03749e-12,0.112516,0.986515,1.04611,0.970011,53,0,399,9,9,0,0.784093,8.32277,0,0.015997,1.01574,1.01579,0.997123
long,2017-07-31,2601,0.0730045,3.93654,False,0,False,True,82.6403,74.4381,74.4381,6.84944e-12,3.48972e-13,0.112566,0.986282,1.04549,0.967385,53,0,402,8,12,0,0.769035,8.07286,0,0.0096683,1.01568,1.01572,1.0086
long,2017-08-31,2624,0.0729975,4.04197,False,0,False,True,81.0944,72.7686,72.7686,7.24478e-13,-2.34473e-12,0.112248,0.986673,1.04599,0.966746,53,0,404,8,8,0,0.767603,7.79107,0,0.00870784,0.985522,0.985562,0.993823
long,2017-09-29,2644,0.0729917,4.18773,False,0,False,True,79.4541,71.6695,71.6695,-4.50707e-13,-4.17842e-13,0.112273,0.986678,1.04631,0.967017,53,0,401,8,8,0,0.758471,7.55398,0,0.0144723,0.977201,0.977231,0.992438
long,2017-10-31,2666,0.0729858,4.17829,False,0,False,True,81.2059,74.6457,74.6457,2.51472e-12,-5.30214e-12,0.112067,0.986301,1.04643,0.967916,53,0,402,8,8,0,0.769398,7.58639,0,0.0161406,0.979205,0.97921,1.02322
long,2017-11-30,2687,0.0729804,4.2967,False,0,False,True,82.8525,75.0297,75.0297,-3.31804e-13,-1.5317e-12,0.111713,0.986758,1.0454,0.965848,53,0,404,8,8,0,0.763206,7.0708,0,0.0149009,1.02414,1.02413,1.04272
long,2017-12-29,2707,0.0729756,4.18227,False,0,False,True,80.868,75.0963,75.0963,2.08854e-12,1.87874e-12,0.11163,0.987462,1.04626,0.968328,53,0,403,8,8,0,0.772594,7.26619,0,0.0173948,1.01527,1.01526,1.03031
long,2018-01-31,2728,0.0729708,3.88242,False,0,False,True,81.4168,74.7672,74.7672,1.37392e-12,-8.80527e-13,0.111132,0.986721,1.04562,0.968695,53,0,405,7,7,0,0.761027,2.38743e+14,0,0.0163106,1.03953,1.03952,1.05437
long,2018-02-28,2747,0.0729667,3.77218,False,0,False,True,84.4539,75.1901,75.1901,-8.98482e-13,2.31184e-13,0.111923,0.987,1.04553,0.972223,53,0,405,7,7,0,0.766577,2.91999e+14,0,0.0234451,1.06394,1.06396,1.09114
long,2018-03-29,2768,0.0729624,3.69862,False,0,False,True,85.0435,75.1439,75.1439,5.07929e-12,-1.18364e-12,0.111275,0.986303,1.04568,0.969529,53,0,407,7,7,0,0.741291,2.91999e+14,0,0.0252171,1.07593,1.07595,1.07963
long,2018-04-30,2789,0.0729584,3.50929,False,0,False,True,82.9656,73.1725,73.1725,6.29287e-12,5.07301e-12,0.11049,0.985876,1.04509,0.969276,53,0,408,7,7,0,0.740017,2.62287e+14,0,0.0201287,1.10274,1.10274,1.09048
long,2018-05-31,2811,0.0729544,3.81214,False,0,False,True,81.7254,74.623,74.623,2.44329e-12,9.12775e-13,0.110168,0.986292,1.04459,0.968938,53,0,408,7,7,0,0.76241,2.8292e+14,0,0.0119879,1.10412,1.10411,1.10509
long,2018-06-29,2832,0.0729508,3.8738,False,0,False,True,81.6588,73.2629,73.2629,-1.79729e-12,3.12849e-12,0.109824,0.98606,1.04596,0.968987,53,0,406,7,7,0,0.762567,2.31355e+14,0,0.0112278,1.10552,1.10552,1.09662
long,2018-07-31,2853,0.0729474,3.81436,False,0,False,True,81.8546,72.9517,72.9517,3.71765e-12,-5.41983e-12,0.109394,0.986591,1.04522,0.969312,53,0,407,7,7,0,0.765516,2.1027e+14,0,0.0220519,1.1473,1.14727,1.10888
long,2018-08-31,2876,0.0729439,3.85413,False,0,False,True,80.8681,72.5312,72.5312,6.43712e-12,-3.37748e-12,0.109739,0.986849,1.04496,0.968784,53,0,409,7,8,0,0.779576,1.80536e+14,0,0.013151,1.11179,1.11176,1.08729
long,2018-09-28,2895,0.0729412,3.707,False,0,False,True,78.7873,70.5745,70.5745,-1.14723e-12,5.70778e-12,0.109812,0.986131,1.04512,0.972035,53,0,409,7,7,0,0.776795,1.32173e+14,0,0.0084947,1.09088,1.09084,1.07132
long,2018-10-31,2918,0.0729381,3.86987,False,0,False,True,82.2974,78.1595,78.1595,1.40084e-12,7.96474e-12,0.108181,0.986835,1.04518,0.972612,53,0,411,7,7,0,0.76258,4.93425e+13,0,0.0180266,1.18142,1.18137,1.1359
long,2018-11-30,2939,0.0729354,4.0254,False,0,False,True,82.6189,80.9004,80.9004,1.69492e-12,1.11603e-12,0.107912,0.985811,1.04511,0.972204,53,0,411,7,7,0,0.782468,3.00042e+13,0,0.0312143,1.20715,1.20711,1.19945
long,2018-12-31,2958,0.0729331,3.75253,False,0,False,True,82.1065,80.5268,80.5268,1.8975e-12,-1.25083e-13,0.107761,0.986059,1.04482,0.97315,53,0,413,7,8,0,0.776949,3.24392e+13,0,0.0235431,1.21811,1.2181,1.19749
long,2019-01-31,2979,0.0729307,3.94965,False,0,False,True,83.9178,82.1779,82.1779,-4.51182e-12,-3.55245e-13,0.108459,0.984807,1.04512,0.969409,53,0,412,7,7,0,0.771995,3.34035e+13,0,0.012901,1.23437,1.23435,1.21531
long,2019-02-28,2998,0.0729287,4.00076,False,0,False,True,82.2224,83.8902,83.8902,-3.94884e-12,-7.23146e-13,0.108298,0.984419,1.04464,0.969771,53,0,413,7,8,0,0.752023,3.52005e+13,0,0.00693842,1.23163,1.23157,1.22133
long,2019-03-29,3019,0.0729265,3.63935,False,0,False,True,80.4283,83.758,83.758,-8.06789e-12,-4.11532e-12,0.108104,0.984543,1.04448,0.969832,53,0,413,7,7,0,0.762907,3.67355e+13,0,0.00659757,1.195,1.19495,1.18531
long,2019-04-30,3040,0.0729245,3.82457,False,0,False,True,78.7739,85.0594,85.0594,5.29423e-12,4.40427e-12,0.107623,0.985106,1.04529,0.969406,53,0,413,7,7,0,0.780399,3.73181e+13,0,0.00617362,1.19272,1.19265,1.18196
long,2019-05-31,3062,0.0729225,3.8828,False,0,False,True,78.5719,85.3922,85.3922,-5.19368e-12,-4.82254e-14,0.107839,0.985218,1.04535,0.96484,53,0,413,7,7,0,0.782208,3.77699e+13,0,0.00760616,1.1671,1.16704,1.16751
long,2019-06-28,3082,0.0729208,4.10927,False,0,False,True,76.7532,83.3635,83.3635,4.38781e-12,3.43153e-12,0.107691,0.984578,1.04459,0.966497,53,0,413,8,8,0,0.779465,3.77154e+13,0,0.00771694,1.13722,1.13717,1.1386
long,2019-07-31,3104,0.072919,3.90455,False,0,False,True,76.022,83.8977,83.8977,-4.1744e-13,1.34695e-12,0.108054,0.985504,1.04526,0.97092,53,0,414,8,8,0,0.787178,3.86222e+13,0,0.00784398,1.13802,1.13795,1.14099
long,2019-08-30,3126,0.0729173,3.67878,False,0,False,True,78.1679,88.9163,88.9163,7.2198e-12,6.95287e-13,0.108013,0.986157,1.04445,0.97219,53,0,416,8,8,0,0.786549,3.90007e+13,0,0.00791858,1.12461,1.12455,1.13996
long,2019-09-30,3146,0.0729159,3.88621,False,0,False,True,81.484,88.0143,88.0143,3.19828e-13,2.58798e-13,0.107557,0.987003,1.04454,0.967966,53,0,417,8,10,0,0.76794,3.8965e+13,0,0.00797392,1.10913,1.10906,1.12182
long,2019-10-31,3169,0.0729143,3.46076,False,0,False,True,81.4503,86.0879,86.0879,5.97782e-12,2.83525e-12,0.108162,0.986645,1.04426,0.971153,53,0,416,8,8,0,0.764816,3.98645e+13,0,0.0142913,1.10098,1.10091,1.13186
long,2019-11-29,3189,0.072913,3.53294,False,0,False,True,80.2075,82.1902,82.1902,-2.89886e-12,-5.76761e-12,0.108041,0.987909,1.04357,0.971752,53,0,415,8,9,0,0.777414,3.95436e+13,0,0.00838859,1.073,1.07293,1.12015
long,2019-12-31,3210,0.0729118,3.39506,False,0,False,True,78.4787,79.8786,79.8786,4.90322e-12,-5.4494e-12,0.108662,0.987536,1.04476,0.972587,53,0,416,8,11,0,0.763377,3.96327e+13,0,0.00936416,1.02413,1.02407,1.07654
long,2020-01-31,3231,0.0729106,3.47865,False,0,False,True,78.5386,79.9635,79.9635,-9.31432e-13,-1.60831e-13,0.10829,0.988284,1.04421,0.970025,53,0,416,8,8,0,0.777018,3.95026e+13,0,0.0112287,1.0081,1.00804,1.07176
long,2020-02-28,3250,0.0729095,3.5162,False,0,False,True,81.2692,78.1552,78.1552,3.99425e-13,-1.77292e-12,0.108518,0.987994,1.04463,0.97266,53,0,415,8,8,0,0.783457,3.72385e+13,0,0.012164,1.01976,1.01976,1.11097
long,2020-03-31,3272,0.0729084,3.32979,False,0,False,True,117.542,113.133,113.133,-4.27628e-12,1.12707e-12,0.0980777,0.994029,1.04533,0.969788,53,0,416,8,8,0,0.68429,3.40245e+13,0,0.0185138,1.89681,1.89701,2.14765
long,2020-04-30,3293,0.0729074,4.84174,False,0,False,True,145.373,143.954,143.954,3.36454e-12,9.0321e-12,0.097245,0.994074,1.04572,0.973753,53,0,416,8,8,0,0.698457,3.18319e+13,0,0.0194906,1.94581,1.94612,2.18964
long,2020-05-29,3313,0.0729065,4.5673,False,0,False,True,155.438,140.629,140.629,-1.47191e-11,4.13237e-12,0.0969667,0.993788,1.04528,0.973665,53,0,417,7,8,0,0.729498,3.01905e+13,0,0.0110276,1.91769,1.91804,2.13354
long,2020-06-30,3335,0.0729056,4.62928,False,0,False,True,162.037,152.164,152.164,-1.44045e-12,-9.11032e-12,0.0977209,0.99353,1.04583,0.974453,53,0,420,7,7,0,0.696468,2.88201e+13,0,0.00900286,1.84978,1.85016,2.05239
long,2020-07-31,3357,0.0729047,4.56722,False,0,False,True,166.785,159.678,159.678,-7.24184e-12,7.21204e-12,0.0979652,0.993445,1.04515,0.974179,53,0,419,7,7,0,0.720333,2.75726e+13,0,0.00743898,1.79676,1.79716,1.97818
long,2020-08-31,3378,0.0729039,4.49044,False,0,False,True,168.448,163.841,163.841,-9.03955e-12,9.37335e-12,0.0980235,0.993416,1.04496,0.974499,53,0,419,7,7,0,0.730535,2.55661e+13,0,0.00979996,1.71911,1.71952,1.88797
long,2020-09-30,3399,0.0729031,4.42694,False,0,False,True,167.051,167.345,167.345,3.99285e-12,7.93901e-12,0.0985124,0.993168,1.04487,0.972031,53,0,418,6,6,0,0.672927,1.47102e+13,0,0.00673536,1.6555,1.6559,1.8007
long,2020-10-30,3421,0.0729024,4.09066,False,0,False,True,159.731,162.321,162.321,-5.09676e-13,7.7684e-12,0.0989272,0.993105,1.04575,0.971691,53,0,420,6,6,0,0.740346,1.4343e+13,0,0.00720318,1.59238,1.59278,1.73992
long,2020-11-30,3441,0.0729017,3.8865,False,0,False,True,151.944,161.265,161.265,-2.56828e-11,-1.39942e-11,0.0995063,0.993656,1.04546,0.970143,53,0,422,6,6,0,0.711858,1.57647e+13,0,0.0082074,1.59307,1.5935,1.74129
long,2020-12-31,3463,0.0729011,3.69288,False,0,False,True,143.1,158.111,158.111,1.14931e-11,-9.56655e-12,0.0997143,0.993512,1.0454,0.969691,53,0,424,6,6,0,0.721064,1.43796e+13,0,0.00933265,1.51219,1.51263,1.64419
long,2021-01-29,3482,0.0729005,3.86743,False,0,False,True,135.944,163.827,163.827,6.67296e-13,-8.53191e-12,0.0995494,0.99309,1.04598,0.968863,53,0,426,6,6,0,0.703775,1.28754e+13,0,0.00856468,1.49919,1.49967,1.62246
long,2021-02-26,3501,0.0729,3.82771,False,0,False,True,129.072,163.336,163.336,1.32806e-12,7.46082e-12,0.0995201,0.993212,1.04529,0.969784,53,0,427,6,6,0,0.710221,1.1919e+13,0,0.0117687,1.45549,1.45597,1.59005
long,2021-03-31,3524,0.0728994,4.32322,False,0,False,True,121.219,155.035,155.035,-6.19153e-13,5.04203e-12,0.0995702,0.993244,1.04519,0.973177,53,0,427,6,6,0,0.721687,6.09344e+12,1,0.0110934,1.42076,1.42126,1.53192
long,2021-04-30,3545,0.0728989,3.92885,False,0,False,True,114.449,146.523,146.523,1.00019e-12,4.43117e-13,0.0992828,0.993267,1.04523,0.974151,53,0,431,6,6,0,0.718368,6.40854e+12,0,0.010461,1.35422,1.3547,1.4575
long,2021-05-28,3565,0.0728985,3.94998,False,0,False,True,108.353,138.853,138.853,3.37652e-12,8.11108e-12,0.0994112,0.993072,1.0456,0.975534,53,0,432,6,6,0,0.715902,6.76658e+12,0,0.00816721,1.2973,1.29778,1.39101
long,2021-06-30,3587,0.0742734,3.80732,False,0,False,True,64.5383,13.265,13.265,13.4774,13.5537,0.101234,0.992507,1.04665,0.971935,54,0,433,7,7,0,0.731905,7.05354e+12,0,0.0100046,1.24045,1.24092,1.32114
long,2021-07-30,3608,0.074273,3.69239,False,0,False,True,96.329,123.588,123.588,123.535,123.479,0.101801,0.992679,1.04706,0.970618,54,0,434,7,7,0,0.737961,7.21052e+12,0,0.0124832,1.96259,1.96459,1.26262
long,2021-08-31,3630,0.0742726,3.66653,False,0,False,True,90.694,116.4,116.4,116.251,116.159,0.10258,0.992773,1.04649,0.973415,54,0,436,7,8,0,0.750255,7.3917e+12,0,0.0107448,1.9605,1.96255,1.20867
long,2021-09-30,3651,0.0742722,3.6075,False,0,False,True,85.618,109.921,109.921,109.78,109.694,0.102483,0.992408,1.04656,0.97525,54,0,436,7,7,0,0.737764,7.66064e+12,0,0.0113574,1.84869,1.85061,1.15997
long,2021-10-29,3672,0.0742718,3.69413,False,0,False,True,80.8436,103.871,103.871,103.745,103.668,0.103175,0.992952,1.04624,0.974874,54,0,436,7,7,0,0.750018,7.88821e+12,0,0.0077431,1.78443,1.78624,1.13618
long,2021-11-30,3693,0.0742715,4.0582,False,0,False,True,76.3494,98.1554,98.1554,97.981,97.8892,0.103274,0.993035,1.0458,0.973574,54,0,436,7,7,0,0.766369,8.11353e+12,0,0.0115137,1.73855,1.74029,1.13709
long,2021-12-31,3715,0.0742711,3.90791,False,0,False,True,71.8953,92.4595,92.4595,92.2482,92.1446,0.103654,0.993107,1.04617,0.973064,54,0,437,7,7,0,0.724705,8.37212e+12,0,0.00983237,1.6612,1.66285,1.1008
long,2022-01-31,3735,0.0742709,3.7676,False,0,False,True,68.0756,87.6257,87.6257,87.3688,87.2498,0.103418,0.993061,1.04572,0.969431,54,0,438,7,7,0,0.730796,8.70463e+12,0,0.0100495,1.6499,1.65151,1.11532
long,2022-02-28,3754,0.0742706,3.5983,False,0,False,True,64.6301,83.2096,83.2096,82.9781,82.8705,0.103166,0.992181,1.0458,0.970175,54,0,439,7,7,0,0.734871,8.86526e+12,0,0.00686554,1.61631,1.61785,1.13056
long,2022-03-31,3777,0.0742703,3.78628,False,0,False,True,60.6887,78.2073,78.2073,77.9169,77.7892,0.10252,0.992344,1.04631,0.974061,54,0,440,7,7,0,0.754584,9.04828e+12,0,0.0110185,1.57733,1.57881,1.12893
long,2022-04-29,3797,0.07427,3.7196,False,0,False,True,57.4532,74.06,74.06,73.8395,73.7413,0.101921,0.991848,1.04561,0.973825,54,0,444,7,7,0,0.73691,9.17919e+12,0,0.0128173,1.56457,1.566,1.1311
long,2022-05-31,3818,0.0742698,3.72177,False,0,False,True,54.2524,69.9542,69.9542,69.7537,69.6651,0.101361,0.992464,1.04598,0.972884,54,0,444,7,7,0,0.751353,8.41921e+12,0,0.00967764,1.55,1.55139,1.1418
long,2022-06-30,3839,0.0742696,3.69679,False,0,False,True,51.2212,66.0781,66.0781,65.9012,65.8234,0.100977,0.992465,1.04578,0.971104,54,0,446,7,7,0,0.74821,7.88304e+12,0,0.0057718,1.50824,1.50955,1.12049
long,2022-07-29,3859,0.0742694,3.82144,False,0,False,True,48.4915,62.5555,62.5555,62.3931,62.3214,0.101521,0.992422,1.04518,0.972589,54,0,446,7,7,0,0.766915,7.85317e+12,0,0.00890078,1.47662,1.47786,1.11048
long,2022-08-31,3882,0.0742691,3.84622,False,0,False,True,45.5306,58.7393,58.7393,58.6197,58.5657,0.101705,0.992455,1.04552,0.969931,54,0,446,7,7,0,0.774245,7.38559e+12,0,0.0100145,1.4065,1.40764,1.07136
long,2022-09-30,3903,0.074269,3.80831,False,0,False,True,42.9839,55.4639,55.4639,55.3345,55.2771,0.102158,0.991507,1.04567,0.968218,54,0,446,6,6,0,0.778352,4.23443e+13,0,0.0134856,1.36257,1.36365,1.05202
long,2022-10-31,3924,0.0742688,3.83205,False,0,False,True,40.5813,52.3745,52.3745,52.2375,52.1775,0.101905,0.991913,1.0463,0.970612,54,0,449,6,6,0,0.732646,1.022e+14,0,0.0124154,1.34658,1.34761,1.07818
long,2022-11-30,3945,0.0742686,3.69224,False,0,False,True,38.3148,49.4575,49.4575,49.3635,49.3214,0.101041,0.991551,1.04567,0.975043,54,0,450,6,6,0,0.746967,7.98081e+13,0,0.0101822,1.32231,1.3233,1.09698
long,2022-12-30,3966,0.0742684,3.78075,False,0,False,True,36.1702,46.6849,46.6849,46.6096,46.5751,0.101935,0.991191,1.04562,0.976129,54,0,452,6,7,0,0.745917,6.38886e+13,0,0.00968799,1.26198,1.2629,1.058
long,2023-01-31,3986,0.0742683,3.76526,False,0,False,True,34.237,44.1952,44.1952,44.1317,44.1022,0.101533,0.991767,1.0454,0.974073,54,0,451,6,6,0,0.746636,5.36367e+13,0,0.00942036,1.22902,1.22988,1.05142
long,2023-02-28,4005,0.0742682,3.72842,False,0,False,True,32.4981,41.9518,41.9518,41.8676,41.8301,0.101528,0.991236,1.04497,0.974827,54,0,451,7,7,0,0.739292,4.60948e+13,0,0.00989599,1.19753,1.19833,1.04676
long,2023-03-31,4028,0.074268,3.86455,False,0,False,True,30.5088,39.3871,39.3871,39.3306,39.3045,0.101293,0.991534,1.04534,0.971958,54,0,453,7,7,0,0.660779,4.61928e+13,0,0.00917342,1.16402,1.16478,1.03731
long,2023-04-28,4047,0.0742679,4.02837,False,0,False,True,28.9572,37.3871,37.3871,37.3974,37.3983,0.101218,0.991042,1.0451,0.968262,54,0,453,7,7,0,0.67879,3.80593e+13,0,0.00650536,1.13839,1.13911,1.03008
long,2023-05-31,4069,0.0742678,4.44834,False,0,False,True,27.2628,35.2001,35.2001,35.2125,35.2145,0.101002,0.991719,1.04504,0.968623,54,0,454,6,6,0,0.704755,9.54768e+13,0,0.00749727,1.11719,1.11786,1.03658
long,2023-06-30,4090,0.0742677,4.5935,False,0,False,True,25.7368,33.2379,33.2379,33.1792,33.153,0.101297,0.991711,1.04548,0.973174,54,0,456,6,6,0,0.665122,8.44507e+13,0,0.0105228,1.08661,1.08724,1.01303
long,2023-07-31,4110,0.0742676,4.42896,False,0,False,True,24.3625,31.4645,31.4645,31.4373,31.4239,0.101952,0.991747,1.04575,0.971698,54,0,456,6,6,0,0.70714,8.02959e+13,0,0.00626596,1.06493,1.06551,1.01637
long,2023-08-31,4133,0.0742674,3.96945,False,0,False,True,22.8752,29.5438,29.5438,29.5131,29.4985,0.102173,0.991104,1.04564,0.974006,54,0,455,6,6,0,0.727263,8.84359e+13,0,0.0047919,1.02459,1.02515,1.00233
long,2023-09-29,4153,0.0742673,3.99689,False,0,False,True,21.6539,27.9664,27.9664,27.9398,27.927,0.102604,0.990869,1.04505,0.97585,54,0,454,5,5,0,0.729807,7.15285e+13,0,0.00705438,0.994887,0.995416,0.977127
long,2023-10-31,4175,0.0742673,4.10124,False,0,False,True,20.3862,26.3299,26.3299,26.2574,26.2264,0.102364,0.991128,1.04514,0.97286,54,0,454,5,5,0,0.676329,5.47107e+13,0,0.00477263,1.01192,1.01241,0.992622
long,2023-11-30,4196,0.0742672,4.23149,False,0,False,True,19.2439,24.8561,24.8561,24.7975,24.7722,0.102304,0.991041,1.04528,0.971942,54,0,454,5,5,0,0.715153,4.38328e+13,0,0.00610279,0.98621,0.986671,0.987972
long,2023-12-29,4216,0.0742671,4.01568,False,0,False,True,18.2168,23.5292,23.5292,23.4751,23.4518,0.102514,0.991092,1.04397,0.973434,54,0,456,5,5,0,0.643891,3.52287e+13,0,0.00575568,0.955472,0.955909,0.969208
long,2024-01-31,4237,0.074267,3.91459,False,0,False,True,17.1963,22.2125,22.2125,22.135,22.1023,0.103337,0.990718,1.04497,0.972906,54,0,456,5,5,0,0.694381,2.77212e+13,0,0.00539285,0.944342,0.944754,0.968634
long,2024-02-29,4257,0.0742669,4.23725,False,0,False,True,16.279,21.03,21.03,20.9425,20.906,0.103849,0.990755,1.04468,0.972516,54,0,457,5,6,0,0.717452,2.27371e+13,0,0.00591311,0.953171,0.953561,0.989866
long,2024-03-28,4277,0.0742669,4.07187,False,0,False,True,15.4121,19.9108,19.9108,19.8277,19.7931,0.104686,0.990469,1.04493,0.97394,54,0,458,5,6,0,0.714162,1.12505e+13,0,0.00705713,0.928579,0.928952,0.981095
long,2024-04-30,4299,0.0742668,4.27153,False,0,False,True,14.5089,18.7466,18.7466,18.6529,18.6141,0.104667,0.990223,1.04446,0.969943,54,0,457,5,5,0,0.721117,5.95762e+12,0,0.00468214,0.922144,0.92251,1.01697
long,2024-05-31,4321,0.0742667,4.45374,False,0,False,True,13.6585,17.6499,17.6499,17.5651,17.5301,0.104785,0.990781,1.04483,0.97241,54,0,458,5,5,0,0.758214,5.70956e+12,0,0.00709775,0.910559,0.910918,1.031
long,2024-06-28,4340,0.0742667,4.73577,False,0,False,True,12.9654,16.7537,16.7537,16.6564,16.6164,0.105567,0.990033,1.04527,0.972173,54,0,458,5,7,0,0.772191,5.42591e+12,0,0.00308176,0.906499,0.906852,1.02174
long,2024-07-31,4362,0.0742666,4.65685,False,0,False,True,12.2072,15.7741,15.7741,15.7018,15.6719,0.104912,0.990191,1.04467,0.972998,54,0,458,5,5,0,0.763316,5.41121e+12,0,0.00518139,0.948834,0.949179,1.06129
long,2024-08-30,4384,0.0742666,4.66791,False,0,False,True,11.4916,14.8503,14.8503,14.7908,14.7661,0.104943,0.990414,1.04479,0.973215,54,0,458,5,5,0,0.773929,5.14903e+12,0,0.00669391,0.94053,0.940884,1.05971
long,2024-09-30,4404,0.0742665,4.81159,False,0,False,True,10.8777,14.0572,14.0572,13.9898,13.9619,0.105104,0.989377,1.04547,0.974654,54,0,455,5,5,0,0.783539,5.27652e+12,0,0.00435136,0.920935,0.921285,1.04409
long,2024-10-31,4427,0.0742665,4.76146,False,0,False,True,10.2122,13.1976,13.1976,13.1361,13.1108,0.10619,0.989935,1.0447,0.972176,54,0,454,5,5,0,0.777634,5.04946e+12,0,0.00439933,0.944773,0.945109,1.07333
long,2024-11-29,4447,0.0742664,4.77142,False,0,False,False,9.66687,12.4938,12.4938,12.4246,12.3963,0.105922,0.989549,1.04444,0.967726,54,0,455,5,6,0,0.796406,4.97064e+12,0,0.00341902,0.984267,0.984604,1.11506
